Barcode,Original (List) Price,Sale Price,Stock
196923485748,,,1
196923583536,,,1
198466152415,,,1
199012208563,,,1
199012208587,,,2
199012208594,,,5
198466166795,,,2
198466166801,,,4
198466166962,,,2
197717985109,,,1
197717985123,,,2
197717985130,,,1
197717985147,,,4
197717985154,,,5
197717990387,,,1
199012133186,,,2
199012133209,,,2
199012133216,,,1
199012133223,,,3
199012133230,,,6
4099686300067,,,1
807421839185,,,1
198739507836,,,2
198739507843,,,1
198739507850,,,2
198739507867,,,2
198739507874,,,1
197976314917,,,1
197976314924,,,1
197976314931,,,1
197976314962,,,2
197976314979,,,1
197976314986,,,1
197976315006,,,1
199252082022,,,1
199252082039,,,1
199252082046,,,1
199252082053,,,2
199252082084,,,2
199252082091,,,1
199252082107,,,1
199252082121,,,1
197627052724,,,1
196642378260,,,1
4067983745065,,,1
4067983729119,,,1
4067983729072,,,1
4067983729089,,,1
4067983729157,,,1
199252295569,,,1
199252295576,,,1
197976316355,,,1
197976316362,,,2
197976316379,,,2
197976316409,,,1
197976899193,,,2
197976899209,,,2
197976899216,,,2
197976899247,,,1
196642109604,,,2
196642109611,,,2
196642109628,,,2
196642109635,,,1
196642109642,,,1
196642109666,,,2
196642109673,,,2
196642109680,,,2
196311893841,,,2
196311893865,,,1
196311893872,,,1
196311893889,,,1
196311893896,,,2
196311893919,,,2
196311893926,,,1
198376983611,,,2
198376983628,,,2
198376983635,,,4
198376983642,,,4
198376983659,,,4
198376983666,,,4
198739969757,,,2
198739969771,,,2
198739969788,,,1
198739969795,,,1
198739969825,,,1
199252740991,,,2
199252741004,,,2
199252741011,,,2
199252741028,,,2
199252741035,,,2
199252741042,,,2
199025278331,,,1
199025278348,,,1
199025278379,,,1
199025278386,,,1
199025278393,,,1
199025278409,,,2
199025278416,,,1
199025278423,,,1
199025278676,,,2
199025278683,,,1
199025278690,,,3
199025278706,,,3
199025278744,,,1
199025360050,,,1
199025360067,,,1
199025360074,,,3
199025360173,,,1
199025360197,,,2
199025519236,,,1
199025480833,,,2
199025519243,,,1
199025480840,,,2
199025519304,,,3
199025480918,,,1
199025480925,,,1
197976469488,,,1
196989509600,,,2
196989509617,,,2
196989509648,,,2
198739939675,,,2
198739939682,,,4
198739939699,,,3
198739939705,,,2
199025481878,,,1
199025481885,,,2
199025481892,,,2
199025481908,,,1
199025481953,,,2
825663761569,,,1
196923123961,,,1
196923123978,,,3
196327144357,,,3
196327939281,,,1
196327946098,,,2
196923136527,,,1
196923136589,,,1
196923136596,,,5
196923583703,,,1
196923583710,,,2
196923558879,,,1
196923558886,,,4
196923559272,,,1
196923559289,,,2
196923559296,,,2
196923559302,,,3
199012208921,,,4
199012208938,,,4
199012208945,,,6
199012209034,,,1
199012209041,,,1
199012209058,,,2
199012209065,,,5
196923573445,,,1
196923573452,,,2
196923535115,,,3
196923560735,,,1
196923560742,,,5
196923561220,,,4
196923561343,,,1
196923574299,,,2
196923574237,,,3
197717097307,,,1
198466042938,,,1
198466042945,,,2
198466042952,,,2
198466042969,,,3
199012210771,,,2
199012210788,,,1
199012210795,,,3
199012210801,,,5
199012211013,,,1
199012211020,,,2
199012211037,,,1
199012211044,,,3
198466153221,,,3
198466044574,,,2
198466044581,,,1
198466044857,,,2
198466044864,,,4
198466044871,,,3
198466044888,,,6
198466044796,,,2
198466044802,,,2
198466044819,,,4
198466044826,,,6
198466045007,,,4
198466044932,,,3
198466044949,,,3
199012183396,,,2
199012183402,,,4
199012183419,,,4
199012183426,,,6
199012184775,,,2
199012184782,,,4
199012184799,,,1
199012184805,,,6
196923677389,,,6
4065453293054,,,1
4052001676674,,,1
4052001676681,,,1
4052001676698,,,1
4052001676704,,,1
4052001676711,,,1
4052001676728,,,1
4052001676735,,,1
4052001676742,,,1
197859152629,,,1
197859128921,,,1
825664040403,,,1
4062451127442,,,1
195055914225,,,1
195132038769,,,1
195132036178,,,1
195132038479,,,2
195132035591,,,1
196172939504,,,1
196172939412,,,4
196172939429,,,5
196172961666,,,1
196172942177,,,2
196172942184,,,1
196172941996,,,4
196172941934,,,3
196313090958,,,1
196313090972,,,2
196313090989,,,2
196313093089,,,1
196313091054,,,1
196313091061,,,2
196313091702,,,2
196499570411,,,2
196499577915,,,1
196499571074,,,6
196499577892,,,7
196499577939,,,5
196499575867,,,5
196499575881,,,5
196499571098,,,6
196499570992,,,2
196818722309,,,2
196818723450,,,5
196820706991,,,1
196821893416,,,3
196996671536,,,6
196996692869,,,1
196996671017,,,5
196996671024,,,1
196996671727,,,1
196998515142,,,3
196998515159,,,5
197371308160,,,2
197373921008,,,6
197373889551,,,3
197373889568,,,4
197373889636,,,1
197373920759,,,1
197373888967,,,3
